FID,ABSCHNITT_ZUGANG_STR,ACD,AP_TIMESTAMP_MODIFY,BST_BEZEICHNUNG,BST_NUMMER,BST_NUMMER_ALPHA,BST_NUMMER_NUM,BST_TRENNZEICHEN,BST_TRENNZ_KURZTEXT,EDGEOBJECTID_ZUGANG_STR,EXTERNALORGCODE,GEBADR_ANZEIGEN_J_N,GEBADR_REGIONALCODE,GEB_BAUBLOCK,GEB_BAUBLOCK_ID,GEB_BEZEICHNUNG,GEB_BEZIRK,GEB_NAMECAT,GEB_NUMMER,GEB_NUMMER_ALPHA,GEB_NUMMER_NUM,GEB_OBJEKTID,GEB_STATUS,GEB_STATUS_KURZTEXT,GEB_TIMESTAMP_MODIFY,GEB_TRENNZEICHEN,GEB_TRENNZ_KURZTEXT,GEB_WINKEL,GEB_X,GEB_Y,HAUPT_IDENT_PSEUDO,LAGE_ZU_ADR,LAGE_ZU_ADR_TXT,NAME,NAME_BST,NAME_BST_GEB,NAME_GEB,NAME_ONR,NAME_ONR_BST_GEB,NAME_STR,OBJECTID,OBJEKT_ID,OBJEKTID_NAME_STR,ON_BIS_ALPHA,ON_BIS_NUM,ONR_BIS,ONR_VON,ON_VON_ALPHA,ON_VON_NUM,PLATZKENNZEICHEN,PLZ,SCD_NAME_STR,SCD_ZUGANG_STR,SE_ANNO_CAD_DATA,SHAPE,STRABS_ZUGANG_STR,STRASSENSEITE,TOPOGR_NAME_STR,UEBERACD,ZUGADR_ONR_KGNUM,ZUGADR_ONR_STAMMNR,ZUGADR_ONR_TEILNR,ZUGADR_REGIONALCODE,ZUGADR_TYP,ZUGANG_MOEGLICH_J_N,ZUG_BEZIRK,ZUG_OBJEKTID,ZUG_TIMESTAMP_MODIFY,ZUG_TRENNZEICHEN,ZUG_TRENNZ_KURZTEXT,ZUG_WINKEL,ZUG_X,ZUG_Y,ABLAUFDATUM
ADRESSENOGD.415730697,001009,000627,2007-07-24,,,,,,,10039475,90001,1,AT90101,01018002,10011058,,01,8012,,,,25654666,d,definitiv,2008-12-10,0, ,320.27999878,3504.89,341173.76,H, ,Normal,Predigergasse 3,, ,,3,3,Predigergasse,415730697,10053181,10003675,,,,3,,3,2,1010,03755,03755,,POINT (16.379282456204695 48.208950977873165),03755001009,1,G  ,,,,,AT90101,0,1,01,25006515,2008-12-10,0, ,321.06,3499.42,341176.41,
ADRESSENOGD.415729913,005009,000104,2017-07-27,,,,,,,10043526,90001,1,AT90101,01077002,10011367,,01,8012,,,,25573052,d,definitiv,2017-07-27,0, ,325.44000244,2937.37,341134.66,I, ,Normal,Stephansplatz 10,, ,,10,10,Stephansplatz,415729913,10052205,10004613,,,,10,,10,1,1010,04712,04712,,POINT (16.371646478083107 48.20860196240416),04712005009,2,G  ,,,,,AT90101,0,1,01,25025617,2008-12-10,0, ,53.46,2966.18,341141.82,
ADRESSENOGD.415731030,003009,093232,2007-07-24,,,,,,,10033685,90001,1,AT90101,01039004,10011170,SCHULE,01,8012,,,,25672044,d,definitiv,2008-12-10,0, ,327.04000854,3307.5,340349.94,I, ,Normal,Kantgasse 5,, SCHULE,SCHULE,5,5,Kantgasse,415731030,10189669,10002286,,,,5,,5,2,1010,02345,02345,,POINT (16.37662080859083 48.20154318486375),02345003009,1,G  ,,,,,AT90101,0,1,01,25145518,2008-12-10,0, ,55.96,3284.29,340357.62,
ADRESSENOGD.415732993,001309,000089,2010-10-25,,,,,,,18793858,90001,1,AT90101,01076001,10011357,,01,8012,,,,25681898,d,definitiv,2008-12-10,0, ,72.19000244,2855.87,341043.01,H, ,Normal,Spiegelgasse 3,, ,,3,3,Spiegelgasse,415732993,10052178,10004512,,,,3,,3,2,1010,04611,04611,,POINT (16.370549384938084 48.207778072150866),04611001309,1,G  ,,,,,AT90101,0,1,01,25132306,2010-10-25,0, ,69.83,2852.24,341044.77,
ADRESSENOGD.415732994,002009,000086,2007-07-24,,,,,,,10043098,90001,1,AT90101,01076003,10011359,,01,8012,,,,25574520,d,definitiv,2008-12-10,0, ,64.73000336,2830.09,340912.53,I, ,Normal,Spiegelgasse 15,, ,,15,15,Spiegelgasse,415732994,10052172,10004512,,,,15,,15,2,1010,04611,04611,,POINT (16.370201754054005 48.20660474597894),04611002009,1,G  ,,,,,AT90101,0,1,01,25071546,2008-12-10,0, ,62.69,2802.85,340925.41,
ADRESSENOGD.415729714,001009,001039,2007-07-24,,,,,,,10029883,90001,1,AT90101,01058001,10011274,,01,8012,,,,25610876,d,definitiv,2008-12-10,0, ,338.73001099,2942.05,341658.48,I, ,Normal,Gölsdorfgasse 1,, ,,1,1,Gölsdorfgasse,415729714,10053936,10001485,,,,1,,1,2,1010,01530,01530,,POINT (16.3717127156815 48.21331274565578),01530001009,1,G  ,,,,,AT90101,0,1,01,25024118,2008-12-10,0, ,69.02,2961.5,341658.95,
ADRESSENOGD.415733303,001509,000509,2007-07-24,,,,,,,10034238,90001,1,AT90101,01068003,10011321,,01,8012,,,,25563774,d,definitiv,2008-12-10,0, ,66.44999695,2807.68,341405.64,I, ,Normal,Kleeblattgasse 9,, ,,9,9,Kleeblattgasse,415733303,10052908,10002428,,,,9,,9,2,1010,02490,02490,,POINT (16.36990317348748 48.211039459370596),02490001509,1,G  ,,,,,AT90101,0,1,01,25090993,2008-12-10,0, ,321.21,2831.36,341383.93,
ADRESSENOGD.415732531,002009,000771,2007-07-24,,,,,,,10036526,90001,1,AT90101,01032004,10011125,,01,8012,,,,25573499,d,definitiv,2008-12-10,0, ,340.91000366,3009.07,340463.23,H, ,Normal,Mahlerstraße 11,, ,,11,11,Mahlerstraße,415732531,10053457,10002954,,,,11,,11,2,1010,03023,03023,,POINT (16.37260686676521 48.202563369362785),03023002009,1,G  ,,,,,AT90101,0,1,01,25068564,2008-12-10,0, ,341.73,3009.38,340461.83,
ADRESSENOGD.415732540,001009,000757,2007-07-24,,,,,,,10026385,90001,1,AT90101,01038001,10011164,,01,8012,,,,25512501,d,definitiv,2008-12-10,0, ,72.19000244,3075.75,340258.08,H, ,Normal,Canovagasse 1-5,, ,,1-5,1-5,Canovagasse,415732540,10053431,10000649,,5,5,1,,1,2,1010,00674,00674,,POINT (16.37350256072793 48.200718128669145),00674001009,1,G  ,,,,,AT90101,0,1,01,25087551,2008-12-10,1,-,75.47,3072.52,340257.91,
ADRESSENOGD.415733099,006509,000954,2007-07-24,,,,,,,10025660,90001,1,AT90101,01053003,10011252,,01,8012,,,,25651335,d,definitiv,2008-12-10,0, ,304.47000122,2641.52,341878.25,H, ,Normal,Börsegasse 12,, ,,12,12,Börsegasse,415733099,10053775,10000512,,,,12,,12,2,1010,00528,00528,,POINT (16.36767008863562 48.2152903569412),00528006509,2,G  ,,,,,AT90101,0,1,01,25125709,2008-12-10,0, ,304.7,2641.09,341876.29,
ADRESSENOGD.415733102,001009,000746,2007-07-24,,,,,,,10026480,90001,1,AT90101,01039002,10011168,,01,8012,,,,25563060,d,definitiv,2008-12-10,0, ,55.56000137,3258.09,340425.54,I, ,Normal,Christinengasse 1,, ,,1,1,Christinengasse,415733102,10053411,10000677,,,,1,,1,2,1010,00702,00702,,POINT (16.37595664249584 48.202223302260066),00702001009,1,G  ,,,,,AT90101,0,1,01,25032503,2008-12-10,0, ,326.54,3256.55,340409.24,
ADRESSENOGD.415729821,001009,000096,2007-07-24,,,,,,,10043244,90001,1,AT90101,01075002,10011353,,01,8012,,,,25573106,d,definitiv,2008-12-10,0, ,327.16000366,2719.53,340973.68,H, ,Normal,Stallburggasse 2,, ,,2,2,Stallburggasse,415729821,10052187,10004555,,,,2,,2,2,1010,04654,04654,,POINT (16.368714634949924 48.20715511100373),04654001009,2,G  ,,,,,AT90101,0,1,01,25104825,2008-12-10,0, ,325.76,2719.68,340971.56,
ADRESSENOGD.415730333,001009,096250,2007-07-24,,,,,,,10038430,90001,1,AT90101,01031001,10011119,,01,8012,,,,25617159,d,definitiv,2008-12-10,0, ,311.10998535,2689.03,340614.31,I, ,Normal,Operngasse 2,, ,,2,2,Operngasse,415730333,10193801,10003429,,,,2,,2,2,1010,03505,03505,,POINT (16.368302256031715 48.20392334786312),03505001009,2,G  ,,,,,AT90101,0,1,01,25115108,2008-12-10,0, ,71.28,2693.52,340599.16,
ADRESSENOGD.415730335,003409,100103,2010-10-25,,,,,,,18793907,90001,1,AT90101,01034004,10011139,,01,8012,2,,2,25509650,d,definitiv,2008-12-10,2,/,71.62000275,2664.96,340423.24,I, ,Normal,Operngasse 3/2,,/2,/2,3,3/2,Operngasse,415730335,10199363,10003429,,,,3,,3,2,1010,03505,03505,,POINT (16.367977368526127 48.20220511065043),03505003409,1,G  ,219510,,,,AT90101,0,1,01,25074526,2010-10-25,0, ,71.57,2661.86,340425.83,
ADRESSENOGD.415733371,001009,056341,2007-07-24,,,,,,,10033329,90001,1,AT90101,01068003,10011321,,01,8012,,,,25597658,d,definitiv,2008-12-10,0, ,331.17001343,2834.35,341444.03,I, ,Normal,Judenplatz 1,, ,,1,1,Judenplatz,415733371,10138191,10002221,,,,1,,1,1,1010,02280,02280,,POINT (16.370262251290974 48.21138460097104),02280001009,1,G  ,,,,,AT90101,0,1,01,25045844,2008-12-10,0, ,67.45,2823.29,341450.71,
ADRESSENOGD.415730099,001009,000104,2017-07-27,,,,,,,10029969,90001,1,AT90101,01077002,10011367,,01,8012,,,,25573052,d,definitiv,2017-07-27,0, ,325.44000244,2937.37,341134.66,H, ,Normal,Goldschmiedgasse 2,, ,,2,2,Goldschmiedgasse,415730099,10052204,10001505,,,,2,,2,2,1010,01550,01550,,POINT (16.371646478083107 48.20860196240416),01550001009,2,G  ,,,,,AT90101,0,1,01,25062391,2008-12-10,0, ,323.42,2934.42,341134.6,
ADRESSENOGD.415730100,002009,100853,2007-07-24,,,,,,,10039904,90001,1,AT90101,01014002,10011038,,01,8012,,,,25674010,d,definitiv,2008-12-10,0, ,70.72000122,3010.14,340901.97,H, ,Normal,Rauhensteingasse 6,, ,,6,6,Rauhensteingasse,415730100,10200351,10003788,,,,6,,6,2,1010,03869,03869,,POINT (16.372624070169817 48.206509032955196),03869002009,2,G  ,,,,,AT90101,0,1,01,25143520,2008-12-10,0, ,71.87,3012.16,340903.02,
ADRESSENOGD.415731788,002009,000746,2007-07-24,,,,,,,10042014,90001,1,AT90101,01039002,10011168,,01,8012,,,,25563060,d,definitiv,2008-12-10,0, ,55.56000137,3258.09,340425.54,H, ,Normal,Schubertring 7,, ,,7,7,Schubertring,415731788,10053410,10004272,,,,7,,7,2,1010,04368,04368,,POINT (16.37595664249584 48.202223302260066),04368002009,1,G  ,,,,,AT90101,0,1,01,25098890,2008-12-10,0, ,55.6,3255.25,340429.04,
ADRESSENOGD.415733662,001009,000736,2007-07-24,,,,,,,10042013,90001,1,AT90101,01033006,10011134,,01,8012,,,,25642603,d,definitiv,2008-12-10,0, ,326.01000977,3257.58,340560.29,I, ,Normal,Schubertring 2,, ,,2,2,Schubertring,415733662,10053391,10004272,,,,2,,2,2,1010,04368,04368,,POINT (16.37595072267113 48.203435136074866),04368001009,2,G  ,,,,,AT90101,0,1,01,25006216,2008-12-10,0, ,55.8,3263.64,340544.99,
ADRESSENOGD.415731244,008509,000979,2007-07-24,,,,,,,10025661,90001,1,AT90101,01051001,10011240,,01,8012,3,,3,25614523,d,definitiv,2008-12-10,2,/,34.18999863,2518.79,341983.81,I, ,Normal,Börsegasse 13-15/3,,/3,/3,13-15,13-15/3,Börsegasse,415731244,10053829,10000512,,15,15,13,,13,2,1010,00528,00528,,POINT (16.366019159969024 48.216240117636765),00528008509,1,G  ,204931,,,,AT90101,0,1,01,25033125,2008-12-10,1,-,306.57,2535.33,341986.72,
ADRESSENOGD.415731245,008509,113480,2007-07-24,,,,,,,10025661,90001,1,AT90101,01051002,10011241,,01,8012,,,,25630758,d,definitiv,2008-12-10,0, ,34.77999878,2580.92,341989.5,I, ,Normal,Börsegasse 16,, ,,16,16,Börsegasse,415731245,10216711,10000512,,,,16,,16,2,1010,00528,00528,,POINT (16.366855241466787 48.21629106777439),00528008509,2,G  ,,,,,AT90101,0,1,01,25007926,2008-12-10,0, ,306.57,2561.96,341990.83,
ADRESSENOGD.415731246,003009,000929,2007-07-24,,,,,,,10025656,90001,1,AT90101,01056001,10011266,,01,8012,,,,25570153,d,definitiv,2008-12-10,0, ,304.66000366,2700.59,341731.5,H, ,Normal,Börsegasse 7,, ,,7,7,Börsegasse,415731246,10053727,10000512,,,,7,,7,2,1010,00528,00528,,POINT (16.36846411493194 48.21397038857179),00528003009,1,G  ,,,,,AT90101,0,1,01,25037117,2008-12-10,0, ,304.8,2704.43,341732.57,
ADRESSENOGD.415731248,001009,181754,2007-07-24,,,,,,,10026480,90001,1,AT90101,01039001,10011167,,01,8012,,,,25570249,d,definitiv,2008-12-10,0, ,56.15000153,3234.1,340389.94,I, ,Normal,Christinengasse 2,, ,,2,2,Christinengasse,415731248,10302457,10000677,,,,2,,2,2,1010,00702,00702,,POINT (16.375633663116915 48.20190325646295),00702001009,2,G  ,,,,,AT90101,0,1,01,25076812,2008-12-10,0, ,326.54,3248.74,340394.19,
ADRESSENOGD.415731798,003009,237801,2014-07-29,,,,,,,10043524,90001,1,AT90101,01013001,10011032,,01,8012,2,,2,25738483,d,definitiv,2014-07-29,2,/,337.26000977,3143.53,341175.68,H, ,Normal,Stephansplatz 6/2,,/2,/2,6,6/2,Stephansplatz,415731798,25738484,10004613,,,,6,,6,1,1010,04712,04712,,POINT (16.374420487449722 48.20896998636601),04712003009,2,G  ,,,,,AT90101,0,1,01,25110050,2008-12-10,0, ,337.26,3117.64,341143.49,
ADRESSENOGD.415728523,002009,101821,2007-07-24,,,,,,,10041888,90001,1,AT90101,01054002,10011257,SCHULE,01,8012,,,,25622851,d,definitiv,2008-12-10,0, ,38.95000076,2419.87,341752.73,H, ,Normal,Schottenbastei 7-9(SCHULE),, SCHULE,SCHULE,7-9,7-9(SCHULE),Schottenbastei,415728523,10201611,10004245,,9,9,7,,7,2,1010,04340,04340,,POINT (16.36468688659499 48.214162316359264),04340002009,1,G  ,,,,,AT90101,0,1,01,25108097,2008-12-10,1,-,38.69,2416.92,341748.23,
ADRESSENOGD.415728763,006009,000145,2007-07-24,,,,,,,10025035,90001,1,AT90101,01078002,10011371,,01,8012,,,,25635149,d,definitiv,2008-12-10,0, ,320.8500061,3059.04,341309.21,I, ,Normal,Bauernmarkt 16,, ,,16,16,Bauernmarkt,415728763,10052282,10000363,,,,16,,16,2,1010,00374,00374,,POINT (16.373284621708844 48.21017120230079),00374006009,2,G  ,,,,,AT90101,0,1,01,25053669,2008-12-10,0, ,52,3053.28,341317.47,
ADRESSENOGD.415728764,004019,000153,2007-07-24,,,,,,,10025034,90001,1,AT90101,01078001,10011370,,01,8012,,,,25516655,d,definitiv,2008-12-10,0, ,49.27000046,3053.37,341285.41,I, ,Normal,Bauernmarkt 14,, ,,14,14,Bauernmarkt,415728764,10052300,10000363,,,,14,,14,2,1010,00374,00374,,POINT (16.373208177677466 48.20995718948558),00374004019,2,G  ,,,,,AT90101,0,1,01,25021681,2008-12-10,0, ,33.61,3036.4,341297.81,
ADRESSENOGD.415727706,001009,000223,2007-07-24,,,,,,,10028175,90001,1,AT90101,01012004,10011030,,01,8012,,,,25664115,d,definitiv,2008-12-10,0, ,327.16000366,3264.14,341183.66,I, ,Normal,Essiggasse 4,, ,,4,4,Essiggasse,415727706,10052428,10001068,,,,4,,4,2,1010,01107,01107,,POINT (16.37604333925598 48.209041182668074),01107001009,2,G  ,,,,,AT90101,0,1,01,25110306,2008-12-10,0, ,46.87,3247.87,341181.02,
ADRESSENOGD.415726016,001009,241023,2017-02-20,,,,,,,10029902,90001,1,AT90101,01031001,10011119,,01,8012,8,,8,25748314,d,definitiv,2017-02-20,2,/,36.77999878,2642.01,340552.12,H, ,Normal,Goethegasse 1/8,,/8,/8,1,1/8,Goethegasse,415726016,25748315,10001491,,,,1,,1,2,1010,01536,01536,,POINT (16.367669369690084 48.20336426001276),01536001009,1,G  ,206748,,,,AT90101,0,1,01,25117087,2008-12-10,0, ,36.78,2608.72,340623.63,
ADRESSENOGD.415726020,001009,000829,2024-02-02,,,,,,,10041341,90001,1,AT90101,01048002,10011225,Amalientrakt,01,8012,,,,25667554,d,definitiv,2016-10-18,0, ,51.56000137,2411.61,341069.74,I, ,Normal,Schauflergasse 1 Amalientrakt,, Amalientrakt,Amalientrakt,1,1 Amalientrakt,Schauflergasse,415726020,25808057,10004114,,,,1,,1,2,1010,04203,04203,,POINT (16.364572286526712 48.20802006645037),04203001009,1,G  ,,,,,AT90101,0,1,01,25046669,2024-02-02,0, ,351.82,2393.8,341099.54,
ADRESSENOGD.415726310,004009,001146,2007-07-24,,,,,,,10039868,90001,1,AT90101,01041002,10011185,,01,8012,,,,25604116,d,definitiv,2008-12-10,0, ,348.92999268,1861.02,341568.53,I, ,Normal,Rathausstraße 18,, ,,18,18,Rathausstraße,415726310,10054128,10003781,,,,18,,18,2,1010,03862,03862,,POINT (16.35716635812486 48.21250740178418),03862004009,2,G  ,,,,,AT90101,0,1,01,25050353,2008-12-10,0, ,78.56,1845.35,341562.16,
ADRESSENOGD.415727449,001519,000215,2007-10-10,,,,,,,10469256,90001,1,AT90101,01011002,10011024,,01,8012,,,,25527605,d,definitiv,2008-12-10,0, ,326.01000977,3295.02,341224.45,H, ,Normal,Sonnenfelsgasse 13,, ,,13,13,Sonnenfelsgasse,415727449,10052411,10004476,,,,13,,13,2,1010,04575,04575,,POINT (16.37645910550161 48.209407868923655),04575001519,1,G  ,,,,,AT90101,0,1,01,25133626,2008-12-10,0, ,325.48,3297.29,341221.16,
ADRESSENOGD.415727450,002019,000235,2011-12-22,,,,,,,18808419,90001,1,AT90101,01011003,10011025,,01,8012,,,,25644926,d,definitiv,2008-12-10,0, ,327.16000366,3327.82,341203.45,H, ,Normal,Sonnenfelsgasse 17,, ,,17,17,Sonnenfelsgasse,415727450,10052450,10004476,,,,17,,17,2,1010,04575,04575,,POINT (16.37690026893083 48.209218856339696),04575002019,1,G  ,,,,,AT90101,0,1,01,25039817,2011-12-22,0, ,326.37,3328.38,341201.56,
ADRESSENOGD.415725496,001009,000165,2007-07-24,,,,,,,10030058,90001,1,AT90101,01011002,10011024,,01,8012,,,,25604719,d,definitiv,2008-12-10,0, ,347.20001221,3296.02,341356.93,I, ,Normal,Grashofgasse 1A,, ,,1A,1A,Grashofgasse,415725496,10052327,10001533,,,,1A,A,1,2,1010,01578,01578,,POINT (16.37647349780204 48.21059927960104),01578001009,1,G  ,,,,,AT90101,0,1,01,25031623,2008-12-10,0, ,322.73,3282.19,341316.86,
ADRESSENOGD.415727775,001009,000337,2007-07-24,,,,,,,10043244,90001,1,AT90101,01075001,10011352,,01,8012,,,,25558632,d,definitiv,2008-12-10,0, ,53.84000015,2717.52,340926.63,I, ,Normal,Stallburggasse 1,, ,,1,1,Stallburggasse,415727775,10052603,10004555,,,,1,,1,2,1010,04654,04654,,POINT (16.36868732339397 48.20673198968381),04654001009,1,G  ,,,,,AT90101,0,1,01,25128225,2008-12-10,0, ,325.76,2722.1,340954.19,
ADRESSENOGD.415727782,001009,000654,2007-07-24,,,,,,,10040576,90001,1,AT90101,01024001,10011087,,01,8012,,,,25582023,d,definitiv,2008-12-10,0, ,332.89001465,3599.9,341215.11,H, ,Normal,Rosenbursenstraße 4,, ,,4,4,Rosenbursenstraße,415727782,10053231,10003938,,,,4,,4,2,1010,04022,04022,,POINT (16.38056109650254 48.209322357781645),04022001009,2,G  ,,,,,AT90101,0,1,01,25020666,2008-12-10,0, ,332.63,3601.92,341218.57,
ADRESSENOGD.415727783,001009,000653,2007-07-24,,,,,,,10040576,90001,1,AT90101,01024001,10011087,,01,8012,,,,25532220,d,definitiv,2008-12-10,0, ,332.89001465,3585.25,341222.67,H, ,Normal,Rosenbursenstraße 2,, ,,2,2,Rosenbursenstraße,415727783,10053229,10003938,,,,2,,2,2,1010,04022,04022,,POINT (16.38036404437961 48.20939042230633),04022001009,2,G  ,,,,,AT90101,0,1,01,25042958,2008-12-10,0, ,332.63,3587.69,341225.84,
ADRESSENOGD.415726054,004019,000142,2007-07-24,,,,,,,10025034,90001,1,AT90101,01078001,10011370,,01,8012,,,,25670871,d,definitiv,2008-12-10,0, ,33.22000122,3008.38,341274.35,H, ,Normal,Bauernmarkt 10,, ,,10,10,Bauernmarkt,415726054,10052275,10000363,,,,10,,10,2,1010,00374,00374,,POINT (16.372602774176602 48.20985791904128),00374004019,2,G  ,,,,,AT90101,0,1,01,25016114,2008-12-10,0, ,33.61,3016.04,341284.06,
ADRESSENOGD.415726630,001509,103936,2021-12-03,,,,,,,20111820,90001,1,AT90101,01068001,10011319,,01,8012,,,,25512350,d,definitiv,2008-12-10,0, ,70.47000122,2737.67,341363.05,H, ,Normal,Seitzergasse 5,, ,,5,5,Seitzergasse,415726630,10204307,10004374,,,,5,,5,2,1010,04472,04472,,POINT (16.368960935663754 48.210656713706214),04472001509,1,G  ,,,,,AT90101,0,1,01,25047301,2021-12-03,0, ,65.65,2741.4,341367.72,
ADRESSENOGD.415725264,012019,181472,2010-10-25,,,,,,,18793910,90001,1,AT90101,01034004,10011139,BETRIEB,01,8012,,,,25522685,d,definitiv,2008-12-10,0, ,71.48000336,2743.44,340312.2,H, ,Normal,Kärntnertorpassage 21-22 BETRIEB,, BETRIEB,BETRIEB,21-22,21-22 BETRIEB,Kärntnertorpassage,415725264,10302161,10007578,,22,22,21,,21,2,1010,10298,02303,,POINT (16.36903250312106 48.201206209281715),02303012019,2,BRU,,,,,AT90101,0,1,01,25015679,2010-10-25,1,-,71.49,2743.51,340312.44,
ADRESSENOGD.415725265,012019,181443,2010-10-25,,,,,,,18793910,90001,1,AT90101,01034004,10011139,BETRIEB,01,8012,,,,25580209,d,definitiv,2008-12-10,0, ,71.48000336,2747.39,340318.12,H, ,Normal,Kärntnertorpassage 12 BETRIEB,, BETRIEB,BETRIEB,12,12 BETRIEB,Kärntnertorpassage,415725265,10302129,10007578,,,,12,,12,2,1010,10298,02303,,POINT (16.369085674872 48.201259433689074),02303012019,2,BRU,,,,,AT90101,0,1,01,25054727,2010-10-25,0, ,71.49,2747.46,340318.36,
ADRESSENOGD.415725266,012019,181424,2010-10-27,,,,,,,18793910,90001,1,AT90101,01034004,10011139,BETRIEB,01,8012,,,,25551323,d,definitiv,2008-12-10,0, ,71.48000336,2742.45,340318.12,H, ,Normal,Kärntnertorpassage 5-6 BETRIEB,, BETRIEB,BETRIEB,5-6,5-6 BETRIEB,Kärntnertorpassage,415725266,10302106,10007578,,6,6,5,,5,2,1010,10298,02303,,POINT (16.369019219270818 48.20125945276507),02303012019,2,BRU,,,,,AT90101,0,1,01,25123494,2010-10-27,1,-,71.49,2743.28,340318.1,
ADRESSENOGD.415725267,012019,181422,2010-10-27,,,,,,,18793910,90001,1,AT90101,01034004,10011139,BETRIEB,01,8012,,,,25558475,d,definitiv,2008-12-10,0, ,71.48000336,2744.92,340320.59,H, ,Normal,Kärntnertorpassage 4 BETRIEB,, BETRIEB,BETRIEB,4,4 BETRIEB,Kärntnertorpassage,415725267,10302104,10007578,,,,4,,4,2,1010,10298,02303,,POINT (16.369052461338924 48.201281656402124),02303012019,2,BRU,,,,,AT90101,0,1,01,25097875,2010-10-27,0, ,71.49,2745.75,340320.57,
ADRESSENOGD.415728146,007009,000986,2007-07-24,,,,,,,10041911,90001,1,AT90101,01051003,10011242,,01,8012,,,,25515792,d,definitiv,2008-12-10,0, ,304.80999756,2694.79,342082.16,I, ,Normal,Schottenring 29,, ,,29,29,Schottenring,415728146,10053846,10004248,,,,29,,29,2,1010,04344,04344,,POINT (16.368388056541896 48.21712395342872),04344007009,1,G  ,,,,,AT90101,0,1,01,25107870,2008-12-10,0, ,33.17,2719.96,342083.47,
ADRESSENOGD.415726992,002009,000404,2009-03-30,,,,,,,10034471,90001,1,AT90101,01074001,10011348,,01,8012,,,,25575657,d,definitiv,2008-12-10,0, ,50.40999985,2610.74,341108.18,H, ,Normal,Kohlmarkt 11,, ,,11,11,Kohlmarkt,415726992,10052708,10002503,,,,11,,11,2,1010,02567,02567,,POINT (16.3672516986452 48.20836509973785),02567002009,1,G  ,,,,,AT90101,0,1,01,25083989,2008-12-10,0, ,47.85,2607.79,341111.37,
ADRESSENOGD.415729173,002009,001128,2007-07-24,,,,,,,10035857,90001,1,AT90101,01041007,10011190,,01,8012,,,,25565691,d,definitiv,2008-12-10,0, ,348.92001343,1826.22,341280.02,H, ,Normal,Lichtenfelsgasse 5,, ,,5,5,Lichtenfelsgasse,415729173,10054094,10002814,,,,5,,5,2,1010,02881,02881,,POINT (16.35669706379332 48.20991286686642),02881002009,1,G  ,,,,,AT90101,0,1,01,25032722,2008-12-10,0, ,348.68,1824.52,341279.12,
ADRESSENOGD.415729174,002009,001129,2007-07-24,,,,,,,10035857,90001,1,AT90101,01041007,10011190,,01,8012,,,,25556777,d,definitiv,2008-12-10,0, ,348.92001343,1804.77,341284.24,H, ,Normal,Lichtenfelsgasse 7,, ,,7,7,Lichtenfelsgasse,415729174,10054096,10002814,,,,7,,7,2,1010,02881,02881,,POINT (16.3564084729768 48.209950869523674),02881002009,1,G  ,,,,,AT90101,0,1,01,25069219,2008-12-10,0, ,348.68,1806.3,341282.86,
ADRESSENOGD.415728147,006509,000986,2007-07-24,,,,,,,10041910,90001,1,AT90101,01051003,10011242,,01,8012,,,,25515792,d,definitiv,2008-12-10,0, ,304.80999756,2694.79,342082.16,I, ,Normal,Schottenring 27,, ,,27,27,Schottenring,415728147,10053845,10004248,,,,27,,27,2,1010,04344,04344,,POINT (16.368388056541896 48.21712395342872),04344006509,1,G  ,,,,,AT90101,0,1,01,25067585,2008-12-10,0, ,35.31,2706.77,342074.25,
ADRESSENOGD.415726726,002009,000126,2007-07-24,,,,,,,10038969,90001,1,AT90101,01073001,10011341,,01,8012,,,,25689150,d,definitiv,2008-12-10,0, ,312.26000977,2768.2,341217.06,H, ,Normal,Petersplatz 4,, ,,4,4,Petersplatz,415726726,10052240,10003553,,,,4,,4,1,1010,03633,03633,,POINT (16.369370865475606 48.209343682120256),03633002009,1,G  ,,,,,AT90101,0,1,01,25087153,2008-12-10,0, ,285.07,2772.15,341218.84,
ADRESSENOGD.415726727,003009,000129,2007-07-24,,,,,,,10038970,90001,1,AT90101,01073006,10011346,,01,8012,,,,25662445,d,definitiv,2008-12-10,0, ,309.39001465,2853.2,341244.92,H, ,Normal,Petersplatz 10,, ,,10,10,Petersplatz,415726727,10052246,10003553,,,,10,,10,1,1010,03633,03633,,POINT (16.370514680350432 48.2095938947986),03633003009,1,G  ,,,,,AT90101,0,1,01,25125134,2008-12-10,0, ,308.57,2855.53,341240,
ADRESSENOGD.415728689,001009,098306,2007-07-24,,,,,,,10034950,90001,1,AT90101,01017004,10011053,,01,8012,,,,25551113,d,definitiv,2008-12-10,0, ,90.23000336,3239.57,340979.71,H, ,Normal,Kumpfgasse 6,, ,,6,6,Kumpfgasse,415728689,10196464,10002640,,,,6,,6,2,1010,02706,02706,,POINT (16.375711343865692 48.207207139165575),02706001009,2,G  ,,,,,AT90101,0,1,01,25134082,2008-12-10,0, ,274.32,3242.91,340979.74,
ADRESSENOGD.415728690,002009,000264,2007-07-24,,,,,,,10034951,90001,1,AT90101,01017005,10011054,,01,8012,,,,25585961,d,definitiv,2008-12-10,0, ,335.07000732,3179.23,340934.6,I, ,Normal,Kumpfgasse 10,, ,,10,10,Kumpfgasse,415728690,10052492,10002640,,,,10,,10,2,1010,02706,02706,,POINT (16.374899216221404 48.206801734145),02706002009,2,G  ,,,,,AT90101,0,1,01,25026915,2008-12-10,0, ,63.41,3229.32,340918.95,
